Scientific name,Synonym,Common Name,Family,Native/Introduced,Status/IUCN,COI,Key Features,Description,Body Size,Ecology ,Distribution,Habitat Traits,       Other information,Citation,Picture Reference
Gobiodon heterospilos,Not Available,Head and tailspotted coralgoby,Gobiidae,Native,Least Concern (LC),"LIFS567-08 - Gobiodon heterospilos [COI-5P:648]	",Dorsal spines (total): 6 - 7; Dorsal soft rays (total): 8; Anal spines: 1; Anal soft rays: 8. ,Characterized by plain blackish color of adult; juvenile with white body and pair of black stripes; head and tail with dark spots; absence of scales; complete pelvic fin frenum and basal membrane; depth of body at level of pelvic fins 3.7 in SL ,Up to 6.6 cm,Facultative air-breathing in the genus. A coral-commensal species. Solitary or in groups.,"Western Pacific: East Indian region to Australia, north to Palau, Ryukyu Islands, to New Guinea and Solomon Islands.",Also found in sheltered lagoons and coastal reefs in 3-20 m. Marine; reef-associated; depth range 3 - 20 m. Tropical,Not Available,https://fishbase.mnhn.fr/summary/Gobiodon-heterospilos.html,https://fishbase.mnhn.fr/photos/PicturesSummary.php?resultPage=1&ID=27562&what=species
Gobiodon unicolor,Not Available,Unicolor coralgoby,Gobiidae,Native ,Not Evaluated ,"ANGBF2625-12 - Gobiodon unicolor [COI-5P:772]	",Dorsal spines (total): 7; Dorsal soft rays (total): 11; Anal spines: 1; Anal soft rays: 9 - 10. ,Head and body without any markings; blackish-brown when alive; characterized further by absence of scales; complete pelvic fin frenum and basal membrane; depth of body at level of pelvic fins 2.8-3.1 in SL ,Up to 2.8 cm,"Facultative air-breathing; A coral-commensal species. Found among Acopora coral branches, often A.millepora and A.nasuta, also with other species of Gobiodon","Western Pacific: Indonesia, Papua New Guinea and northern Australia.",Marine; brackish; benthopelagic; depth range ? - 15 m. Tropical,Not Available,https://fishbase.mnhn.fr/summary/Gobiodon-unicolor.html,https://fishbase.mnhn.fr/photos/PicturesSummary.php?resultPage=1&ID=59869&what=species
Gobiopterus semivestitus,Not Available,Glassgoby ,Gobiidae,Native,Not Evaluated ,"FMVIC199-08 - Gobiopterus semivestitus [COI-5P:652]	",Dorsal spines (total): 5; Dorsal soft rays (total): 7-10; Anal spines: 0; Anal soft rays: 11 - 13,"A transparent compressed goby with small scattered black spots on the underside of the head, a line of melanophores along the side, a series of small black spots along lower margin of the body from the origin of the anal fin to the caudal-fin base, and tiny pelvic fins. ",Up to 2.7 cm,Forms small to large schools.,Australia (Queensland to South Australia) and Papua New Guinea.,"Found in quiet coastal estuaries, enters fresh water, usually in small to large schools. Freshwater; brackish; demersal. Tropical","Although the Glassgoby is abundant in New South Wales, where it forms large schools, the species is rarely noticed due to its small size.","Bray, D.J. 2020, Gobiopterus semivestitus in Fishes of Australia, accessed 27 Jun 2024, https://fishesofaustralia.net.au/home/species/3052 https://fishbase.mnhn.fr/summary/Gobiopterus-semivestitus.html",https://fishesofaustralia.net.au/home/species/3052#summary
Lentipes venustus,Not Available,Not Available,Gobiidae,Native ,Least Concern (LC),"BIFZG039-17 - Lentipes venustus [COI-5P:631]	"," Dorsal spines (total): 7; Dorsal soft rays (total): 10; Anal spines: 1; Anal soft rays: 9 - 10. Distinguished by the following diagnostic characters: dorsal-fin rays VI-I,10; anal-fin rays I,10 (rarely 9); pectoral-fin rays 18 (occasionally 19)","Sexually dimorphic, females lacking conical, canine-like teeth in both jaws; genital region without bilobed structures; both male and female with ctenoid scales on body, but those of male with stronger ctenii; female with extensive covering of cycloid scales on anterior part of body; sexual dichromatism well developed, males bright blue over much of body with ventral half of head red and broad reddish bar below second dorsal fin; dorsal and anal fins red with broad pale margins; female mainly semi-translucent tan with poorly defined brown stripe on lower side",Up to 4.0 cm,Usually observed resting on the bottom attached to rock surfaces by their pelvic sucker,"D'Entrecasteaux Islands, Papua New Guinea [amphidromous].","Occurs in mountainous terrain in cool, clear and fast flowing streams at elevations from about 100 to at least 600 m. Freshwater; demersal; depth range 0 - 1 m. Tropical; 22°C - 24°C ",Collected at depth ranging between approximately 0.5 and 1.3 m.,https://fishbase.mnhn.fr/summary/Lentipes-venustus.html,https://fishbase.mnhn.fr/photos/PicturesSummary.php?resultPage=1&ID=64166&what=species
Lophogobius bleekeri,Not Available,Dark mangrovegoby,Gobiidae,Native,Not Evaluated ,"PHILA735-13 - Lophogobius bleekeri [COI-5P:655]	",This species is distinguished from the other gobiine genera by the following set of characters: head and body deep and compressed; no crest-like dermal ridge along the predorsal midline; no free pectoral-fin rays; head and predorsal midline are naked,Lophogobius bleekeri (Dark Mangrove Goby) is a species of ray-finned fishes in the family gobies. They are associated with freshwater habitat. Individuals can grow to 2.92 cm. They have sexual reproduction.,Up to 3.4 cm,"It is usually seen perched on large boulders, and nimbly skates on the surface of the boulders when disturbed ",Western Pacific: Malaysia and Papua New Guinea.,This species is found around the tidal estuaries and intertidal zone at or near the boundary between freshwater and brackish water areas of small insular streams with gravel bottoms and boulders. Marine; freshwater; brackish; demersal; amphidromous. Tropical,This species was previously known as Lophogobius bleekeri.,"Bray, D.J. 2020, Dotsugobius bleekeri in Fishes of Australia, accessed 27 Jun 2024, https://fishesofaustralia.net.au/home/species/2240
https://fishbase.mnhn.fr/summary/Dotsugobius-bleekeri.html",https://fishesofaustralia.net.au/home/species/2240#summary
Mugilogobius mertoni,Not Available,Chequered mangrove goby,Gobiidae,Native,Least Concern (LC),"ANGBF57404-20 - Mugilogobius mertoni [COI-5P:580]	","Dorsal spines (total): 7 - 8; Dorsal soft rays (total): 6-8; Anal spines: 1; Anal soft rays: 6 - 8; Vertebrae: 25 - 27. Body brownish with 7-11 darker narrow diagonal bars, chevrons or X-shaped markings along sides, interspaces between chevrons or bars pale, forming chequered or banded pattern, two to three dark spots or short diagonal bars on caudal base.","A small brownish, greyish-yellow to greyish-violet goby with 7 to 11 dark diagonal stripes on sides, 2-3 black spots or short stripes on caudal-fin base, first dorsal fin with a black mark and a white marginal stripe, a distinct black mark at pectoral-fin base, and head with irregular red and blue stripes. ",Up to 6.0 cm,Facultative air-breathing in the genus.,"Indo-West Pacific: Seychelles east to Philippines and Papua New Guinea, north to southern Japan, south to northern Australia and New Caledonia.","Mangroves and estuaries, but also found in coastal freshwater streams. Marine; freshwater; brackish; benthopelagic; amphidromous; depth range 0 - 5 m. Tropical ",Not Available,"Martin F. Gomon, Mugilogobius mertoni in Fishes of Australia, accessed 27 Jun 2024, https://fishesofaustralia.net.au/home/species/3063
https://fishbase.mnhn.fr/summary/Mugilogobius-mertoni.html",https://fishbase.mnhn.fr/photos/PicturesSummary.php?resultPage=1&ID=27416&what=species
Oligolepis stomias,Not Available,,Gobiidae,Native,Data Deficient (DD),Not Available,NA,Oligolepis stomias is a species of ray-finned fishes in the family Oxudercidae. They are associated with freshwater habitat. They have sexual reproduction.,NA,NA,"Samoa, Philippines, Papua New Guinea and Taiwan.",Freshwater; brackish; demersal. Tropical,Not Available,https://api.eol.org/pages/46576491,https://fishbase.mnhn.fr/photos/ThumbnailsSummary.php?ID=27568
Oxymetopon compressus,Not Available,Robust ribbongoby,Gobiidae,Native,Least Concern (LC),Not Available, Dorsal spines (total): 6 - 7; Dorsal soft rays (total): 30; Anal spines: 1; Anal soft rays: 29.,Oxymetopon compressus (Robust Ribbon Goby) is a species of ray-finned fishes in the family gobies. Individuals can grow to 24 cm. They have sexual reproduction.,Up to 24.0 cm,Adults are solitary or in pairs while juveniles form small groups that resemble Ptereleotris when small,"Western Pacific: Samoa and Gulf of Thailand, to Papua New Guinea and Australia, ranging to southern China.","Inhabits deep mud slopes subject to strong currents, usually in excess of 15 meters depth.  Marine; reef-associated; depth range 15 - 40 m. Tropical",Not Available,https://fishbase.mnhn.fr/summary/Oxymetopon-compressus.html,https://fishesofaustralia.net.au/home/species/5283#summary
Oxymetopon cyanoctenosum,Not Available,Blue-barred ribbon goby,Gobiidae,Native,Least Concern (LC),"PHILV293-15 - Oxymetopon cyanoctenosum [COI-5P:655]	",Dorsal spines (total): 6 - 7; Dorsal soft rays (total): 31; Anal spines: 1; Anal soft rays: 27.,Oxymetopon cyanoctenosum (Blue Barred Ribbon Goby) is a species of ray-finned fishes in the family gobies. Individuals can grow to 20 cm. They have sexual reproduction.,Up to 20.0 cm,"Found in deep mud slopes, lives in burrows.","Western Pacific: Indonesia and Philippines, south to Papua New Guinea.","Marine; reef-associated; depth range 10 - 45 m, usually 10 - 35 m. Tropical; 24°C - 27°C",Not Available,https://fishbase.mnhn.fr/summary/Oxymetopon-cyanoctenosum.html https://api.eol.org/pages/46576969,https://fishbase.mnhn.fr/photos/PicturesSummary.php?resultPage=5&ID=13047&what=species
Pandaka rouxi,Not Available,Roux's pygmy-goby,Gobiidae,Native,Least Concern (LC),"GOBY140-09 - Pandaka rouxi [COI-5P:652]	",Dorsal spines (total): 6 - 7; Dorsal soft rays (total): 6-7; Anal spines: 1; Anal soft rays: 6 - 7.,Characterized by black and white color pattern on body; small black spot at middle of caudal fin base between two small yellow spots; body with yellow streaks; translucent fins except first dorsal black on anterior third and remainder of fin yellow; base of dorsal and anal fins with dark brown band; head and nape without scales; rounded caudal fin ,Up to 1.2 cm,Inhabits mangrove shores and brackish lakes in 0-2 m. ,West Pacific: Indonesia and Papua New Guinea.,Inhabits mangrove shores and brackish lakes in 0-2 m. Freshwater; brackish; benthopelagic; depth range 0 - 2 m. Tropical,Not Available,https://fishbase.mnhn.fr/summary/Pandaka-rouxi.html,https://fishesofaustralia.net.au/home/species/3078
Paratrypauchen microcephalus,Not Available,Comb goby,Gobiidae,Native,Least Concern (LC),"ANGBF15202-19 - Paratrypauchen microcephalus [COI-5P:542]	",Dorsal spines (total): 6; Dorsal soft rays (total): 48-51; Anal spines: 0; Anal soft rays: 45 - 47,A slender reddish goby with translucent fins. ,Up to 18.0 cm,Omnivore feeding on benthic invertebrates like crustaceans. Burrows in mud or shingle areas in inshore and estuarine waters,"Indo-West Pacific: South and East Africa, east to Philippines, north to southern Japan and Korea, south to New Guinea.","Inhabits soft mud bottoms, river mouths areas near mangrove forests. Marine; brackish; demersal; depth range 0 - 10 m. Tropical",Not Available,"Bray, D.J. 2018, Paratrypauchen microcephalus in Fishes of Australia, accessed 27 Jun 2024, https://fishesofaustralia.net.au/home/species/172
https://fishbase.mnhn.fr/summary/Paratrypauchen-microcephalus.html",https://fishbase.mnhn.fr/photos/PicturesSummary.php?resultPage=1&ID=8214&what=species
Parioglossus nudus,Not Available,Naked hover goby,Gobiidae,Native ,Least Concern (LC),"GBGCA7545-15 - Parioglossus nudus [COI-5P:666]	",Dorsal spines (total): 6; Dorsal soft rays (total): 15-18; Anal spines: 1; Anal soft rays: 16 - 17.,Parioglossus nudus (Naked Dart Goby) is a species of ray-finned fishes in the family gobies. Individuals can grow to 2 cm. They have sexual reproduction.,Up to 2.0 cm, Swims in small groups or mixes with Eviota in large caves or below overhangs,"Western Pacific: Indonesia, Philippines, Papua New Guinea to Fiji.",Inhabits coastal reefs. Marine; reef-associated; depth range 5 - 37 m. Tropical; 19°N - 20°S,Not Available,https://fishbase.mnhn.fr/summary/Parioglossus-nudus.html https://api.eol.org/pages/46576951,https://fishbase.mnhn.fr/photos/PicturesSummary.php?resultPage=2&ID=17482&what=species
Periophthalmodon freycineti,Not Available,Giant mudskipper,Gobiidae,Native ,Least Concern (LC),"GOBY081-07 - Periophthalmodon freycineti [COI-5P:651]	",Distinguished by the following characteristics: pectoral fin rays 15-l7; spinous dorsal fin IV-V ; length of Dl base 5.0-8.1 % SL; pelvic fins with frenum and completely united; isthmus lacking scales; snout completely scaled; dorsal fins not contiguous in adult males ,"A large pale brown mudskipper with numerous white spots on the sides, a white underside, a dark brown dorsal stripe often from the eye to the caudal peduncle, 5-6 brown saddle-like bars in smaller individuals, and white margins on the dorsal fins. ",Up to 25.5 cm,Facultative air-breathing. An intertidal and amphibious air-breather that actively shuttles back and forth between rock pools and ai.,"Philippines, eastern Indonesia, southern New Guinea and northern Australia.","Inhabits tidal creek banks, inlets, tidal mudflats.
Marine; brackish; demersal. Tropical",Not Available,"Dianne J. Bray, Periophthalmodon freycineti in Fishes of Australia, accessed 27 Jun 2024, https://fishesofaustralia.net.au/home/species/140
https://fishbase.mnhn.fr/summary/Periophthalmodon-freycineti.html",https://fishbase.mnhn.fr/photos/PicturesSummary.php?resultPage=3&ID=7479&what=species
